run,waypoint,valid_time,temp_2m,wind_speed_10m,wind_dir_10m,pressure_surface,q2
trang_ref,KVEL,2013-02-02 00:00:00,267.0535888671875,1.0725007057189941,73.6314697265625,84704.921875,0.0022892700508236885
trang_ref,KVEL,2013-02-02 01:00:00,261.4305419921875,1.8944276571273804,68.5650634765625,84769.2578125,0.0017926583532243967
trang_ref,KVEL,2013-02-02 02:00:00,258.4211730957031,0.640213668346405,0.8448486328125,84907.3828125,0.0014590867795050144
trang_ref,KVEL,2013-02-02 03:00:00,260.52362060546875,0.7768247723579407,265.23614501953125,84896.0703125,0.0015837051905691624
trang_ref,KVEL,2013-02-02 04:00:00,261.9436950683594,0.6721506118774414,351.88702392578125,84959.0625,0.0017541419947519898
trang_ref,KVEL,2013-02-02 05:00:00,262.20050048828125,0.19528131186962128,188.65216064453125,85069.734375,0.0018128175288438797
trang_ref,KVEL,2013-02-02 06:00:00,260.40264892578125,0.7829018831253052,131.96585083007812,85163.03125,0.001649621408432722
trang_ref,KVEL,2013-02-02 07:00:00,260.1642150878906,0.9672673940658569,67.828857421875,85208.7109375,0.0016159978695213795
trang_ref,KVEL,2013-02-02 08:00:00,261.2413024902344,0.6266275644302368,38.4281005859375,85172.328125,0.0017663079779595137
trang_ref,KVEL,2013-02-02 09:00:00,260.2903747558594,1.4207627773284912,118.74484252929688,85276.0703125,0.0016326415352523327
trang_ref,KVEL,2013-02-02 10:00:00,257.11614990234375,1.1079387664794922,90.171630859375,85330.203125,0.0012516309507191181
trang_ref,KVEL,2013-02-02 11:00:00,256.72418212890625,1.0451024770736694,211.61732482910156,85324.875,0.0011996447574347258
trang_ref,KVEL,2013-02-02 12:00:00,257.1416015625,0.2548282742500305,358.47564697265625,85352.8125,0.0012539594899863005
trang_ref,KVEL,2013-02-02 13:00:00,257.0260925292969,0.6602372527122498,35.359375,85394.8203125,0.0012414216762408614
trang_ref,KVEL,2013-02-02 14:00:00,257.74285888671875,0.6442161798477173,111.74435424804688,85427.390625,0.0013175931526347995
trang_ref,KVEL,2013-02-02 15:00:00,256.72161865234375,1.0447062253952026,126.10507202148438,85464.609375,0.0012089619413018227
trang_ref,KVEL,2013-02-02 16:00:00,256.75799560546875,1.1597093343734741,62.99981689453125,85519.015625,0.0012136372970417142
trang_ref,KVEL,2013-02-02 17:00:00,257.1527404785156,1.174760341644287,119.2767333984375,85531.6484375,0.0012559837196022272
trang_ref,KVEL,2013-02-02 18:00:00,257.8668518066406,1.4750584363937378,87.6175537109375,85525.9140625,0.0013180936221033335
trang_ref,KVEL,2013-02-02 19:00:00,258.6409606933594,1.3444668054580688,115.31660461425781,85538.9765625,0.0013535459293052554
trang_ref,KVEL,2013-02-02 20:00:00,259.6587829589844,0.8743896484375,352.3417663574219,85452.765625,0.0014391655568033457
trang_ref,KVEL,2013-02-02 21:00:00,261.6684875488281,1.1557037830352783,338.5193786621094,85365.3828125,0.0016384357586503029
trang_ref,KVEL,2013-02-02 22:00:00,262.3778381347656,1.428855299949646,149.76925659179688,85338.921875,0.0017440745141357183
trang_ref,KVEL,2013-02-02 23:00:00,261.76910400390625,1.1319708824157715,98.33338928222656,85252.3046875,0.0016805930063128471
trang_ref,QRS,2013-02-02 00:00:00,263.4393615722656,0.9430526494979858,281.3877258300781,85249.0,0.001986528281122446
trang_ref,QRS,2013-02-02 01:00:00,263.7398681640625,0.6527714133262634,145.22067260742188,85293.25,0.001989319920539856
trang_ref,QRS,2013-02-02 02:00:00,263.8603515625,0.5112404823303223,172.61166381835938,85362.125,0.0019951181020587683
trang_ref,QRS,2013-02-02 03:00:00,264.16656494140625,1.2139978408813477,142.7861328125,85353.4453125,0.0020586797036230564
trang_ref,QRS,2013-02-02 04:00:00,262.13916015625,2.9011850357055664,185.24655151367188,85471.5234375,0.0018950062803924084
trang_ref,QRS,2013-02-02 05:00:00,261.642333984375,1.5272194147109985,222.88580322265625,85572.046875,0.0018174507422372699
trang_ref,QRS,2013-02-02 06:00:00,261.80731201171875,1.5182664394378662,238.1239013671875,85675.2734375,0.0018395725637674332
trang_ref,QRS,2013-02-02 07:00:00,261.97662353515625,0.2671949565410614,142.72494506835938,85699.640625,0.0018658548360690475
trang_ref,QRS,2013-02-02 08:00:00,261.8830261230469,0.31048232316970825,219.6795654296875,85674.078125,0.001852107816375792
trang_ref,QRS,2013-02-02 09:00:00,261.8791198730469,0.2727070748806,316.8741455078125,85759.3203125,0.0018496636766940355
trang_ref,QRS,2013-02-02 10:00:00,261.62200927734375,0.47740063071250916,212.85403442382812,85759.515625,0.001811260706745088
trang_ref,QRS,2013-02-02 11:00:00,261.107177734375,0.715195894241333,192.31594848632812,85793.6640625,0.0017358864424750209
trang_ref,QRS,2013-02-02 12:00:00,254.6692352294922,2.413325071334839,108.84654235839844,85841.3203125,0.0010106400586664677
trang_ref,QRS,2013-02-02 13:00:00,253.73561096191406,1.8235832452774048,106.45445251464844,85927.421875,0.0009314060444012284
trang_ref,QRS,2013-02-02 14:00:00,254.78176879882812,0.38658201694488525,97.041748046875,85985.734375,0.0010198845993727446
trang_ref,QRS,2013-02-02 15:00:00,255.9099578857422,0.6844211220741272,290.8465881347656,85983.6953125,0.0011230347445234656
trang_ref,QRS,2013-02-02 16:00:00,257.0951232910156,0.876952052116394,347.9765625,86022.15625,0.001235069939866662
trang_ref,QRS,2013-02-02 17:00:00,258.7710266113281,0.4862029552459717,221.03114318847656,86031.5703125,0.001374254934489727
trang_ref,QRS,2013-02-02 18:00:00,260.2477111816406,0.9757776856422424,115.73976135253906,85920.2421875,0.0015020743012428284
trang_ref,QRS,2013-02-02 19:00:00,259.98065185546875,3.2018685340881348,123.22383117675781,86010.7109375,0.0013963503297418356
trang_ref,QRS,2013-02-02 20:00:00,258.7958068847656,0.9905810952186584,124.3260498046875,85992.1875,0.0010917967883870006
trang_ref,QRS,2013-02-02 21:00:00,259.6278076171875,1.56117844581604,277.8906555175781,85917.765625,0.0013800087617710233
trang_ref,QRS,2013-02-02 22:00:00,261.0645751953125,1.0555235147476196,233.92213439941406,85858.2890625,0.001590934582054615
trang_ref,QRS,2013-02-02 23:00:00,261.4717712402344,1.4709879159927368,282.64874267578125,85799.1875,0.0016754140378907323
trang_ref,QV4,2013-02-02 00:00:00,266.21636962890625,1.2840248346328735,152.2457275390625,84043.109375,0.002215266227722168
trang_ref,QV4,2013-02-02 01:00:00,262.22125244140625,2.0329766273498535,47.75469970703125,84097.171875,0.001836020266637206
trang_ref,QV4,2013-02-02 02:00:00,259.5083312988281,1.721758246421814,307.61334228515625,84213.4453125,0.0015649788547307253
trang_ref,QV4,2013-02-02 03:00:00,261.65106201171875,0.47000882029533386,338.683837890625,84192.3984375,0.0017020436935126781
trang_ref,QV4,2013-02-02 04:00:00,261.8841247558594,2.004551649093628,321.1269226074219,84256.8203125,0.001793154515326023
trang_ref,QV4,2013-02-02 05:00:00,262.8217468261719,1.0887846946716309,173.1968994140625,84366.734375,0.001927036908455193
trang_ref,QV4,2013-02-02 06:00:00,262.6820068359375,0.688479483127594,88.33840942382812,84458.234375,0.0020030050072818995
trang_ref,QV4,2013-02-02 07:00:00,261.2115173339844,1.2834455966949463,60.078887939453125,84514.8359375,0.0017763670766726136
trang_ref,QV4,2013-02-02 08:00:00,261.6874084472656,0.6881383061408997,43.12030029296875,84467.09375,0.0018481813604012132
trang_ref,QV4,2013-02-02 09:00:00,261.9118347167969,1.1907095909118652,134.58924865722656,84558.53125,0.0018800166435539722
trang_ref,QV4,2013-02-02 10:00:00,258.0290222167969,1.914928674697876,93.88650512695312,84615.5078125,0.0013639080571010709
trang_ref,QV4,2013-02-02 11:00:00,257.1315002441406,0.5447292327880859,167.57147216796875,84617.6640625,0.0012652329169213772
trang_ref,QV4,2013-02-02 12:00:00,257.533203125,0.35154616832733154,47.435150146484375,84655.8359375,0.0013086360413581133
trang_ref,QV4,2013-02-02 13:00:00,257.23687744140625,1.1752530336380005,122.81718444824219,84702.6171875,0.001274608075618744
trang_ref,QV4,2013-02-02 14:00:00,257.34185791015625,0.9642554521560669,89.4405517578125,84742.4921875,0.001285616192035377
trang_ref,QV4,2013-02-02 15:00:00,258.243408203125,0.5321374535560608,143.07705688476562,84771.3828125,0.001387120457366109
trang_ref,QV4,2013-02-02 16:00:00,257.9921875,0.7643026113510132,87.40399169921875,84816.078125,0.001358738518320024
trang_ref,QV4,2013-02-02 17:00:00,258.17266845703125,1.446325421333313,117.78544616699219,84823.4140625,0.0013791596284136176
trang_ref,QV4,2013-02-02 18:00:00,259.09771728515625,1.3363081216812134,92.92857360839844,84818.4140625,0.0014583480078727007
trang_ref,QV4,2013-02-02 19:00:00,258.9756164550781,1.6524978876113892,105.24391174316406,84848.65625,0.0013999707298353314
trang_ref,QV4,2013-02-02 20:00:00,260.15777587890625,0.7044069766998291,10.69586181640625,84761.390625,0.0015068688662722707
trang_ref,QV4,2013-02-02 21:00:00,261.324462890625,1.4391635656356812,356.05926513671875,84682.0,0.0015965176280587912
trang_ref,QV4,2013-02-02 22:00:00,262.4445495605469,1.0713286399841309,167.27145385742188,84651.6953125,0.0017537868116050959
trang_ref,QV4,2013-02-02 23:00:00,262.2971496582031,1.2272037267684937,102.68690490722656,84552.4140625,0.001766671659424901
trang_ref,USU01,2013-02-02 00:00:00,259.5039367675781,1.1998828649520874,248.47872924804688,84735.7734375,0.0014539589174091816
trang_ref,USU01,2013-02-02 01:00:00,258.2587890625,2.299480438232422,82.97406005859375,84865.1796875,0.001379591878503561
trang_ref,USU01,2013-02-02 02:00:00,261.1114501953125,2.2920448780059814,42.916015625,84919.40625,0.0016300702700391412
trang_ref,USU01,2013-02-02 03:00:00,261.8106994628906,1.3448659181594849,117.51731872558594,84948.9375,0.0018686868716031313
trang_ref,USU01,2013-02-02 04:00:00,261.8637390136719,1.8617366552352905,26.6708984375,85002.8828125,0.001872493652626872
trang_ref,USU01,2013-02-02 05:00:00,262.3280029296875,2.8704915046691895,149.02944946289062,85063.3671875,0.0019407328218221664
trang_ref,USU01,2013-02-02 06:00:00,261.891357421875,1.2754909992218018,323.9400329589844,85106.84375,0.001879469258710742
trang_ref,USU01,2013-02-02 07:00:00,257.5646057128906,3.3738186359405518,299.3720397949219,85245.6875,0.001310324645601213
trang_ref,USU01,2013-02-02 08:00:00,257.8561706542969,0.9088729023933411,243.57046508789062,85236.2578125,0.001351010985672474
trang_ref,USU01,2013-02-02 09:00:00,259.0013122558594,2.712228775024414,326.1577453613281,85299.96875,0.0014757104218006134
trang_ref,USU01,2013-02-02 10:00:00,254.39454650878906,3.093425750732422,70.434326171875,85384.234375,0.0009466073825024068
trang_ref,USU01,2013-02-02 11:00:00,256.19378662109375,1.617647647857666,2.7576904296875,85370.6015625,0.0011398416245356202
trang_ref,USU01,2013-02-02 12:00:00,255.00474548339844,1.3282586336135864,306.8591003417969,85404.9921875,0.0010566895361989737
trang_ref,USU01,2013-02-02 13:00:00,255.80023193359375,1.2092227935791016,104.19526672363281,85423.453125,0.001130321528762579
trang_ref,USU01,2013-02-02 14:00:00,256.84014892578125,2.733074426651001,162.66058349609375,85427.765625,0.00122729130089283
trang_ref,USU01,2013-02-02 15:00:00,257.8598327636719,1.3667608499526978,17.4571533203125,85471.5625,0.0012555253924801946
trang_ref,USU01,2013-02-02 16:00:00,257.6876525878906,2.0824031829833984,37.605865478515625,85485.78125,0.0012311707250773907
trang_ref,USU01,2013-02-02 17:00:00,256.64483642578125,2.002505302429199,302.9424743652344,85538.1015625,0.000903910375200212
trang_ref,USU01,2013-02-02 18:00:00,257.531982421875,1.9356197118759155,315.6607971191406,85531.6875,0.0010579852387309074
trang_ref,USU01,2013-02-02 19:00:00,259.0735778808594,2.012878894805908,332.6214904785156,85553.3515625,0.001229174667969346
trang_ref,USU01,2013-02-02 20:00:00,260.71044921875,1.715681791305542,69.3978271484375,85384.3125,0.001484379405155778
trang_ref,USU01,2013-02-02 21:00:00,259.8737487792969,3.6734979152679443,305.886474609375,85369.1796875,0.0013942786026746035
trang_ref,USU01,2013-02-02 22:00:00,258.549072265625,3.9883928298950195,299.5078125,85355.46875,0.0009539557504467666
trang_ref,USU01,2013-02-02 23:00:00,257.27532958984375,1.1890747547149658,68.0550537109375,85323.90625,0.00043822266161441803
trang_ref,USU02,2013-02-02 00:00:00,264.3785400390625,5.002023696899414,267.18212890625,85379.34375,0.0020516091026365757
trang_ref,USU02,2013-02-02 01:00:00,263.9382019042969,6.111691474914551,230.4741668701172,85446.609375,0.0019466935191303492
trang_ref,USU02,2013-02-02 02:00:00,261.5111389160156,2.8455681800842285,38.68212890625,85555.7578125,0.0015979998279362917
trang_ref,USU02,2013-02-02 03:00:00,263.2599792480469,2.2226216793060303,185.67703247070312,85545.9296875,0.0017644945764914155
trang_ref,USU02,2013-02-02 04:00:00,260.1910095214844,4.995341777801514,203.76516723632812,85616.9453125,0.0014615138061344624
trang_ref,USU02,2013-02-02 05:00:00,258.4326171875,1.3295586109161377,14.40081787109375,85748.5390625,0.0014040241949260235
trang_ref,USU02,2013-02-02 06:00:00,258.8091735839844,1.1218901872634888,262.6876220703125,85833.5390625,0.0014472869224846363
trang_ref,USU02,2013-02-02 07:00:00,259.2865905761719,2.001056432723999,295.6322021484375,85868.9296875,0.0015007014153525233
trang_ref,USU02,2013-02-02 08:00:00,260.58673095703125,3.1875531673431396,280.7928161621094,85819.890625,0.0016678767278790474
trang_ref,USU02,2013-02-02 09:00:00,257.62738037109375,1.6438125371932983,148.290771484375,85927.796875,0.0013091748114675283
trang_ref,USU02,2013-02-02 10:00:00,252.0295867919922,2.460777997970581,154.18682861328125,85983.1640625,0.0008075142395682633
trang_ref,USU02,2013-02-02 11:00:00,252.88998413085938,0.8622310161590576,127.86170959472656,86018.1953125,0.0008760981727391481
trang_ref,USU02,2013-02-02 12:00:00,251.31814575195312,1.1105453968048096,57.89111328125,86059.3046875,0.0007620544056408107
trang_ref,USU02,2013-02-02 13:00:00,252.44815063476562,1.274800181388855,342.2283935546875,86102.9375,0.0008396819466724992
trang_ref,USU02,2013-02-02 14:00:00,254.2665252685547,1.4486725330352783,339.6635437011719,86127.6953125,0.0009812916396185756
trang_ref,USU02,2013-02-02 15:00:00,255.73403930664062,1.1759202480316162,317.90032958984375,86160.359375,0.0011148146586492658
trang_ref,USU02,2013-02-02 16:00:00,257.2399597167969,2.175261974334717,29.9375,86189.4453125,0.0011513599893078208
trang_ref,USU02,2013-02-02 17:00:00,258.79205322265625,1.1698650121688843,73.71148681640625,86208.2890625,0.0013111877487972379
trang_ref,USU02,2013-02-02 18:00:00,258.8330993652344,3.8065125942230225,106.90260314941406,86180.0546875,0.0012802148703485727
trang_ref,USU02,2013-02-02 19:00:00,257.8564758300781,4.252746105194092,120.55003356933594,86219.5625,0.0010648946044966578
trang_ref,USU02,2013-02-02 20:00:00,258.4864501953125,1.4494597911834717,332.5965576171875,86123.7421875,0.0010633235797286034
trang_ref,USU02,2013-02-02 21:00:00,262.4204406738281,3.7034213542938232,271.03924560546875,86049.6875,0.0015112287364900112
trang_ref,USU02,2013-02-02 22:00:00,261.87701416015625,3.1537575721740723,233.78721618652344,86027.2265625,0.0014839200302958488
trang_ref,USU02,2013-02-02 23:00:00,261.1709289550781,4.103645324707031,245.33963012695312,85931.8203125,0.001325271325185895
trang_ref,USU03,2013-02-02 00:00:00,263.0993347167969,1.7983596324920654,63.2513427734375,78703.4140625,0.002222004346549511
trang_ref,USU03,2013-02-02 01:00:00,260.6189880371094,4.794643878936768,321.81036376953125,78665.390625,0.0017740107141435146
trang_ref,USU03,2013-02-02 02:00:00,260.2290344238281,1.1271871328353882,98.63131713867188,78810.6171875,0.0017705385107547045
trang_ref,USU03,2013-02-02 03:00:00,260.60107421875,3.5737948417663574,340.9998779296875,78764.84375,0.001601299038156867
trang_ref,USU03,2013-02-02 04:00:00,260.0464782714844,1.5573700666427612,161.08773803710938,78886.7578125,0.0017293834825977683
trang_ref,USU03,2013-02-02 05:00:00,260.0986633300781,0.4992700517177582,356.3404541015625,78962.203125,0.0017537642270326614
trang_ref,USU03,2013-02-02 06:00:00,260.6885681152344,0.920245349407196,49.89251708984375,79097.5078125,0.0018334751948714256
trang_ref,USU03,2013-02-02 07:00:00,261.0927734375,1.5841264724731445,134.40383911132812,79045.0625,0.001890609273687005
trang_ref,USU03,2013-02-02 08:00:00,261.75048828125,1.7657217979431152,124.08821105957031,79035.9296875,0.0019932156428694725
