run,variable,waypoint,bias,mae,rmse,correlation,n_obs
nam_2way_d02,wind_speed_10m,USU01,0.3569531804323196,1.4245134276151656,1.5500565392832621,-0.6489728602234537,5
nam_2way_d02,wind_dir_10m,USU01,44.15546569824219,102.93990783691406,115.42664377965077,-0.006041275460618038,5
nam_2way_d02,pressure_surface,USU01,134.9953125,134.9953125,139.43395040620095,0.9344589105237482,5
nam_2way_d02,temp_2m,USU02,0.9831445312500229,1.3222192382812543,1.7758837629896473,0.9582786312893344,5
nam_2way_d02,wind_speed_10m,USU02,0.9098931419849396,0.9098931419849396,1.1618649886180252,0.1832902502607729,5
nam_2way_d02,wind_dir_10m,USU02,-17.772488403320313,112.1320587158203,132.09551002304104,0.2233290595326782,5
nam_2way_d02,pressure_surface,USU02,272.23125,272.23125,272.9535795995556,0.9632222112346923,5
nam_2way_d02,temp_2m,USU03,-1.232448730468727,1.3505395507812363,1.7393421718565967,0.9741809779789851,5
nam_2way_d02,wind_speed_10m,USU03,-0.21551979541778565,0.7642880773544312,0.8928337348994326,-0.5166360210479569,5
nam_2way_d02,wind_dir_10m,USU03,12.963092041015624,86.93601684570312,120.58996578586228,-0.47034709821100446,5
nam_2way_d02,pressure_surface,USU03,133.7203125,133.7203125,134.8946485177617,0.9401578106395674,5
nam_2way_d02,temp_2m,USU04,5.2352917480468975,5.462183837890639,6.556991596934363,-0.5459391913219783,5
nam_2way_d02,wind_speed_10m,USU04,-1.6917006731033326,1.6917006731033326,1.8069068396078416,0.2947007529953644,5
nam_2way_d02,wind_dir_10m,USU04,36.03329772949219,97.61434020996094,112.78638455500995,NaN,5
nam_2way_d02,pressure_surface,USU04,-2402.959375,2402.959375,2403.2235055345373,-0.14898934534417677,5
nam_2way_d02,temp_2m,USU05,-1.0596154785156024,2.2559851074218704,2.811014291938656,-0.02697243427918178,5
nam_2way_d02,wind_speed_10m,USU05,2.1215898370742794,2.1215898370742794,2.3876256109795975,0.7571647119984469,5
nam_2way_d02,wind_dir_10m,USU05,-123.06562805175781,125.32371520996094,149.3186486141038,-0.26500991269583646,4
nam_2way_d02,pressure_surface,USU05,64.421875,64.421875,65.53228625641096,0.9820770028693049,5
nam_2way_d02,temp_2m,USU07,-1.7261694335937272,2.0563818359374864,2.68904990097686,0.9816594080940623,5
nam_2way_d02,wind_speed_10m,USU07,1.7549272179603577,1.7549272179603577,1.8405170146797787,NaN,5
nam_2way_d02,wind_dir_10m,USU07,187.1531219482422,187.1531219482422,189.41533268050222,NaN,2
